Distrito,Causa_Morte,Ano,Obitos
Distrito de Leiria,Tumores malignos,2005,1014
Distrito de Leiria,Diabetes,2006,247
Distrito de Leiria,Doenças do aparelho circulatório,2006,1563
Distrito de Leiria,Doenças do aparelho digestivo,2006,227
Distrito de Leiria,Doenças do aparelho respiratório,2006,487
Distrito de Leiria,SIDA,2006,15
Distrito de Leiria,Suicídio,2006,67
Distrito de Leiria,Tuberculose,2006,10
Distrito de Leiria,Tumores malignos,2006,1034
Distrito de Leiria,Diabetes,2007,255
Distrito de Leiria,Doenças do aparelho circulatório,2007,1540
Distrito de Leiria,Doenças do aparelho digestivo,2007,229
Distrito de Leiria,Doenças do aparelho respiratório,2007,511
Distrito de Leiria,SIDA,2007,14
Distrito de Leiria,Suicídio,2007,70
Distrito de Leiria,Tuberculose,2007,10
Distrito de Leiria,Tumores malignos,2007,1053
Distrito de Leiria,Diabetes,2008,263
Distrito de Leiria,Doenças do aparelho circulatório,2008,1517
Distrito de Leiria,Doenças do aparelho digestivo,2008,232
Distrito de Leiria,Doenças do aparelho respiratório,2008,535
Distrito de Leiria,SIDA,2008,12
Distrito de Leiria,Suicídio,2008,72
Distrito de Leiria,Tuberculose,2008,10
Distrito de Leiria,Tumores malignos,2008,1072
Distrito de Leiria,Diabetes,2009,271
Distrito de Leiria,Doenças do aparelho circulatório,2009,1494
Distrito de Leiria,Doenças do aparelho digestivo,2009,234
Distrito de Leiria,Doenças do aparelho respiratório,2009,559
Distrito de Leiria,SIDA,2009,11
Distrito de Leiria,Suicídio,2009,74
Distrito de Leiria,Tuberculose,2009,10
Distrito de Leiria,Tumores malignos,2009,1092
Distrito de Leiria,Diabetes,2010,256
Distrito de Leiria,Doenças do aparelho circulatório,2010,1517
Distrito de Leiria,Doenças do aparelho digestivo,2010,223
Distrito de Leiria,Doenças do aparelho respiratório,2010,573
Distrito de Leiria,SIDA,2010,19
Distrito de Leiria,Suicídio,2010,69
Distrito de Leiria,Tuberculose,2010,3
Distrito de Leiria,Tumores malignos,2010,1131
Distrito de Leiria,Diabetes,2011,250
Distrito de Leiria,Doenças do aparelho circulatório,2011,1415
Distrito de Leiria,Doenças do aparelho digestivo,2011,221
Distrito de Leiria,Doenças do aparelho respiratório,2011,620
Distrito de Leiria,SIDA,2011,21
Distrito de Leiria,Suicídio,2011,59
Distrito de Leiria,Tuberculose,2011,1
Distrito de Leiria,Tumores malignos,2011,1142
Distrito de Leiria,Diabetes,2012,300
Distrito de Leiria,Doenças do aparelho circulatório,2012,1533
Distrito de Leiria,Doenças do aparelho digestivo,2012,206
Distrito de Leiria,Doenças do aparelho respiratório,2012,638
Distrito de Leiria,SIDA,2012,21
Distrito de Leiria,Suicídio,2012,83
Distrito de Leiria,Tuberculose,2012,5
Distrito de Leiria,Tumores malignos,2012,1124
Distrito de Leiria,Diabetes,2013,273
Distrito de Leiria,Doenças do aparelho circulatório,2013,1469
Distrito de Leiria,Doenças do aparelho digestivo,2013,257
Distrito de Leiria,Doenças do aparelho respiratório,2013,637
Distrito de Leiria,SIDA,2013,13
Distrito de Leiria,Suicídio,2013,63
Distrito de Leiria,Tuberculose,2013,6
Distrito de Leiria,Tumores malignos,2013,1148
Distrito de Leiria,Diabetes,2014,279
Distrito de Leiria,Doenças do aparelho circulatório,2014,1542
Distrito de Leiria,Doenças do aparelho digestivo,2014,218
Distrito de Leiria,Doenças do aparelho respiratório,2014,631
Distrito de Leiria,SIDA,2014,6
Distrito de Leiria,Suicídio,2014,67
Distrito de Leiria,Tuberculose,2014,4
Distrito de Leiria,Tumores malignos,2014,1109
Distrito de Leiria,Diabetes,2015,275
Distrito de Leiria,Doenças do aparelho circulatório,2015,1395
Distrito de Leiria,Doenças do aparelho digestivo,2015,219
Distrito de Leiria,Doenças do aparelho respiratório,2015,646
Distrito de Leiria,SIDA,2015,23
Distrito de Leiria,Suicídio,2015,67
Distrito de Leiria,Tuberculose,2015,3
Distrito de Leiria,Tumores malignos,2015,1128
Distrito de Leiria,Diabetes,2016,289
Distrito de Leiria,Doenças do aparelho circulatório,2016,1566
Distrito de Leiria,Doenças do aparelho digestivo,2016,233
Distrito de Leiria,Doenças do aparelho respiratório,2016,672
Distrito de Leiria,SIDA,2016,14
Distrito de Leiria,Suicídio,2016,56
Distrito de Leiria,Tuberculose,2016,9
Distrito de Leiria,Tumores malignos,2016,1169
Distrito de Leiria,Diabetes,2017,255
Distrito de Leiria,Doenças do aparelho circulatório,2017,1513
Distrito de Leiria,Doenças do aparelho digestivo,2017,257
Distrito de Leiria,Doenças do aparelho respiratório,2017,632
Distrito de Leiria,SIDA,2017,9
Distrito de Leiria,Suicídio,2017,50
Distrito de Leiria,Tuberculose,2017,10
Distrito de Leiria,Tumores malignos,2017,1229
Distrito de Leiria,Diabetes,2018,262
Distrito de Leiria,Doenças do aparelho circulatório,2018,1520
Distrito de Leiria,Doenças do aparelho digestivo,2018,210
Distrito de Leiria,Doenças do aparelho respiratório,2018,769
Distrito de Leiria,SIDA,2018,10
Distrito de Leiria,Suicídio,2018,45
Distrito de Leiria,Tuberculose,2018,7
Distrito de Leiria,Tumores malignos,2018,1258
Distrito de Leiria,Diabetes,2019,232
Distrito de Leiria,Doenças do aparelho circulatório,2019,1504
Distrito de Leiria,Doenças do aparelho digestivo,2019,231
Distrito de Leiria,Doenças do aparelho respiratório,2019,681
Distrito de Leiria,SIDA,2019,6
Distrito de Leiria,Suicídio,2019,51
Distrito de Leiria,Tuberculose,2019,4
Distrito de Leiria,Tumores malignos,2019,1265
Distrito de Leiria,Diabetes,2020,250
Distrito de Leiria,Doenças do aparelho circulatório,2020,1522
Distrito de Leiria,Doenças do aparelho digestivo,2020,225
Distrito de Leiria,Doenças do aparelho respiratório,2020,575
Distrito de Leiria,SIDA,2020,7
Distrito de Leiria,Suicídio,2020,42
Distrito de Leiria,Tuberculose,2020,5
Distrito de Leiria,Tumores malignos,2020,1242
Distrito de Leiria,Diabetes,2021,204
Distrito de Leiria,Doenças do aparelho circulatório,2021,1511
Distrito de Leiria,Doenças do aparelho digestivo,2021,261
Distrito de Leiria,Doenças do aparelho respiratório,2021,547
Distrito de Leiria,SIDA,2021,11
Distrito de Leiria,Suicídio,2021,48
Distrito de Leiria,Tuberculose,2021,3
Distrito de Leiria,Tumores malignos,2021,1270
Distrito de Leiria,Diabetes,2022,234
Distrito de Leiria,Doenças do aparelho circulatório,2022,1426
Distrito de Leiria,Doenças do aparelho digestivo,2022,246
Distrito de Leiria,Doenças do aparelho respiratório,2022,649
Distrito de Leiria,SIDA,2022,9
Distrito de Leiria,Suicídio,2022,50
Distrito de Leiria,Tuberculose,2022,5
Distrito de Leiria,Tumores malignos,2022,1220
Distrito de Leiria,Diabetes,2023,191
Distrito de Leiria,Doenças do aparelho circulatório,2023,1353
Distrito de Leiria,Doenças do aparelho digestivo,2023,239
Distrito de Leiria,Doenças do aparelho respiratório,2023,652
Distrito de Leiria,SIDA,2023,6
Distrito de Leiria,Suicídio,2023,61
Distrito de Leiria,Tuberculose,2023,3
Distrito de Leiria,Tumores malignos,2023,1201
Distrito de Lisboa,Diabetes,2001,763
Distrito de Lisboa,Doenças do aparelho circulatório,2001,8293
Distrito de Lisboa,Doenças do aparelho digestivo,2001,818
Distrito de Lisboa,Doenças do aparelho respiratório,2001,1582
Distrito de Lisboa,SIDA,2001,438
Distrito de Lisboa,Suicídio,2001,187
Distrito de Lisboa,Tuberculose,2001,91
Distrito de Lisboa,Tumores malignos,2001,4694
Distrito de Lisboa,Diabetes,2002,772
Distrito de Lisboa,Doenças do aparelho circulatório,2002,8201
Distrito de Lisboa,Doenças do aparelho digestivo,2002,814
Distrito de Lisboa,Doenças do aparelho respiratório,2002,1642
Distrito de Lisboa,SIDA,2002,419
Distrito de Lisboa,Suicídio,2002,189
Distrito de Lisboa,Tuberculose,2002,87
Distrito de Lisboa,Tumores malignos,2002,4794
Distrito de Lisboa,Diabetes,2003,780
Distrito de Lisboa,Doenças do aparelho circulatório,2003,8108
Distrito de Lisboa,Doenças do aparelho digestivo,2003,810
Distrito de Lisboa,Doenças do aparelho respiratório,2003,1702
Distrito de Lisboa,SIDA,2003,400
Distrito de Lisboa,Suicídio,2003,190
Distrito de Lisboa,Tuberculose,2003,83
Distrito de Lisboa,Tumores malignos,2003,4894
Distrito de Lisboa,Diabetes,2004,789
Distrito de Lisboa,Doenças do aparelho circulatório,2004,8016
Distrito de Lisboa,Doenças do aparelho digestivo,2004,806
Distrito de Lisboa,Doenças do aparelho respiratório,2004,1761
Distrito de Lisboa,SIDA,2004,381
Distrito de Lisboa,Suicídio,2004,192
Distrito de Lisboa,Tuberculose,2004,79
Distrito de Lisboa,Tumores malignos,2004,4994
Distrito de Lisboa,Diabetes,2005,798
Distrito de Lisboa,Doenças do aparelho circulatório,2005,7924
Distrito de Lisboa,Doenças do aparelho digestivo,2005,802
Distrito de Lisboa,Doenças do aparelho respiratório,2005,1821
Distrito de Lisboa,SIDA,2005,362
Distrito de Lisboa,Suicídio,2005,194
Distrito de Lisboa,Tuberculose,2005,75
Distrito de Lisboa,Tumores malignos,2005,5094
Distrito de Lisboa,Diabetes,2006,807
Distrito de Lisboa,Doenças do aparelho circulatório,2006,7832
Distrito de Lisboa,Doenças do aparelho digestivo,2006,798
Distrito de Lisboa,Doenças do aparelho respiratório,2006,1881
Distrito de Lisboa,SIDA,2006,342
Distrito de Lisboa,Suicídio,2006,196
Distrito de Lisboa,Tuberculose,2006,71
Distrito de Lisboa,Tumores malignos,2006,5195
Distrito de Lisboa,Diabetes,2007,816
Distrito de Lisboa,Doenças do aparelho circulatório,2007,7740
Distrito de Lisboa,Doenças do aparelho digestivo,2007,794
Distrito de Lisboa,Doenças do aparelho respiratório,2007,1940
Distrito de Lisboa,SIDA,2007,323
Distrito de Lisboa,Suicídio,2007,198
Distrito de Lisboa,Tuberculose,2007,67
Distrito de Lisboa,Tumores malignos,2007,5295
Distrito de Lisboa,Diabetes,2008,824
Distrito de Lisboa,Doenças do aparelho circulatório,2008,7647
Distrito de Lisboa,Doenças do aparelho digestivo,2008,790
Distrito de Lisboa,Doenças do aparelho respiratório,2008,2000
Distrito de Lisboa,SIDA,2008,304
Distrito de Lisboa,Suicídio,2008,199
Distrito de Lisboa,Tuberculose,2008,63
Distrito de Lisboa,Tumores malignos,2008,5395
Distrito de Lisboa,Diabetes,2009,833
Distrito de Lisboa,Doenças do aparelho circulatório,2009,7555
Distrito de Lisboa,Doenças do aparelho digestivo,2009,786
Distrito de Lisboa,Doenças do aparelho respiratório,2009,2060
Distrito de Lisboa,SIDA,2009,285
Distrito de Lisboa,Suicídio,2009,201
Distrito de Lisboa,Tuberculose,2009,59
Distrito de Lisboa,Tumores malignos,2009,5495
Distrito de Lisboa,Diabetes,2010,950
Distrito de Lisboa,Doenças do aparelho circulatório,2010,7441
Distrito de Lisboa,Doenças do aparelho digestivo,2010,843
Distrito de Lisboa,Doenças do aparelho respiratório,2010,2080
Distrito de Lisboa,SIDA,2010,266
Distrito de Lisboa,Suicídio,2010,240
Distrito de Lisboa,Tuberculose,2010,65
Distrito de Lisboa,Tumores malignos,2010,5673
Distrito de Lisboa,Diabetes,2011,853
Distrito de Lisboa,Doenças do aparelho circulatório,2011,6926
Distrito de Lisboa,Doenças do aparelho digestivo,2011,827
Distrito de Lisboa,Doenças do aparelho respiratório,2011,1980
Distrito de Lisboa,SIDA,2011,216
Distrito de Lisboa,Suicídio,2011,206
Distrito de Lisboa,Tuberculose,2011,51
Distrito de Lisboa,Tumores malignos,2011,5633
Distrito de Lisboa,Diabetes,2012,942
Distrito de Lisboa,Doenças do aparelho circulatório,2012,6960
Distrito de Lisboa,Doenças do aparelho digestivo,2012,838
Distrito de Lisboa,Doenças do aparelho respiratório,2012,2362
Distrito de Lisboa,SIDA,2012,198
Distrito de Lisboa,Suicídio,2012,202
Distrito de Lisboa,Tuberculose,2012,62
Distrito de Lisboa,Tumores malignos,2012,5635
Distrito de Lisboa,Diabetes,2013,477
Distrito de Lisboa,Doenças do aparelho circulatório,2013,3863
Distrito de Lisboa,Doenças do aparelho digestivo,2013,469
Distrito de Lisboa,Doenças do aparelho respiratório,2013,1166
Distrito de Lisboa,SIDA,2013,107
Distrito de Lisboa,Suicídio,2013,137
Distrito de Lisboa,Tuberculose,2013,27
Distrito de Lisboa,Tumores malignos,2013,3344
Distrito de Lisboa,Diabetes,2014,810
Distrito de Lisboa,Doenças do aparelho circulatório,2014,6872
Distrito de Lisboa,Doenças do aparelho digestivo,2014,821
Distrito de Lisboa,Doenças do aparelho respiratório,2014,1965
Distrito de Lisboa,SIDA,2014,152
Distrito de Lisboa,Suicídio,2014,249
Distrito de Lisboa,Tuberculose,2014,43
Distrito de Lisboa,Tumores malignos,2014,5771
Distrito de Lisboa,Diabetes,2015,845
Distrito de Lisboa,Doenças do aparelho circulatório,2015,6848
Distrito de Lisboa,Doenças do aparelho digestivo,2015,861
Distrito de Lisboa,Doenças do aparelho respiratório,2015,2140
Distrito de Lisboa,SIDA,2015,130
Distrito de Lisboa,Suicídio,2015,244
Distrito de Lisboa,Tuberculose,2015,48
Distrito de Lisboa,Tumores malignos,2015,5939
Distrito de Lisboa,Diabetes,2016,836
Distrito de Lisboa,Doenças do aparelho circulatório,2016,6914
Distrito de Lisboa,Doenças do aparelho digestivo,2016,886
Distrito de Lisboa,Doenças do aparelho respiratório,2016,2190
Distrito de Lisboa,SIDA,2016,108
Distrito de Lisboa,Suicídio,2016,171
Distrito de Lisboa,Tuberculose,2016,57
Distrito de Lisboa,Tumores malignos,2016,6104
Distrito de Lisboa,Diabetes,2017,769
Distrito de Lisboa,Doenças do aparelho circulatório,2017,6718
Distrito de Lisboa,Doenças do aparelho digestivo,2017,913
Distrito de Lisboa,Doenças do aparelho respiratório,2017,1941
Distrito de Lisboa,SIDA,2017,97
Distrito de Lisboa,Suicídio,2017,230
Distrito de Lisboa,Tuberculose,2017,50
Distrito de Lisboa,Tumores malignos,2017,5986
Distrito de Lisboa,Diabetes,2018,878
Distrito de Lisboa,Doenças do aparelho circulatório,2018,6799
Distrito de Lisboa,Doenças do aparelho digestivo,2018,908
Distrito de Lisboa,Doenças do aparelho respiratório,2018,2124
Distrito de Lisboa,SIDA,2018,107
Distrito de Lisboa,Suicídio,2018,209
Distrito de Lisboa,Tuberculose,2018,52
Distrito de Lisboa,Tumores malignos,2018,6085
Distrito de Lisboa,Diabetes,2019,700
Distrito de Lisboa,Doenças do aparelho circulatório,2019,6907
Distrito de Lisboa,Doenças do aparelho digestivo,2019,883
Distrito de Lisboa,Doenças do aparelho respiratório,2019,1939
Distrito de Lisboa,SIDA,2019,86
Distrito de Lisboa,Suicídio,2019,170
Distrito de Lisboa,Tuberculose,2019,40
Distrito de Lisboa,Tumores malignos,2019,6148
Distrito de Lisboa,Diabetes,2020,737
Distrito de Lisboa,Doenças do aparelho circulatório,2020,7065
Distrito de Lisboa,Doenças do aparelho digestivo,2020,968
Distrito de Lisboa,Doenças do aparelho respiratório,2020,1813
Distrito de Lisboa,SIDA,2020,90
Distrito de Lisboa,Suicídio,2020,171
Distrito de Lisboa,Tuberculose,2020,43
Distrito de Lisboa,Tumores malignos,2020,6098
Distrito de Lisboa,Diabetes,2021,663
Distrito de Lisboa,Doenças do aparelho circulatório,2021,6703
Distrito de Lisboa,Doenças do aparelho digestivo,2021,1026
Distrito de Lisboa,Doenças do aparelho respiratório,2021,1710
Distrito de Lisboa,SIDA,2021,66
Distrito de Lisboa,Suicídio,2021,166
Distrito de Lisboa,Tuberculose,2021,38
Distrito de Lisboa,Tumores malignos,2021,5890
Distrito de Lisboa,Diabetes,2022,657
Distrito de Lisboa,Doenças do aparelho circulatório,2022,6991
Distrito de Lisboa,Doenças do aparelho digestivo,2022,960
Distrito de Lisboa,Doenças do aparelho respiratório,2022,2054
Distrito de Lisboa,SIDA,2022,76
Distrito de Lisboa,Suicídio,2022,187
Distrito de Lisboa,Tuberculose,2022,38
Distrito de Lisboa,Tumores malignos,2022,5888
Distrito de Lisboa,Diabetes,2023,554
Distrito de Lisboa,Doenças do aparelho circulatório,2023,6171
Distrito de Lisboa,Doenças do aparelho digestivo,2023,1019
Distrito de Lisboa,Doenças do aparelho respiratório,2023,2348
Distrito de Lisboa,SIDA,2023,42
Distrito de Lisboa,Suicídio,2023,170
Distrito de Lisboa,Tuberculose,2023,37
Distrito de Lisboa,Tumores malignos,2023,5972
Distrito de Portalegre,Diabetes,2001,75
Distrito de Portalegre,Doenças do aparelho circulatório,2001,794
Distrito de Portalegre,Doenças do aparelho digestivo,2001,87
Distrito de Portalegre,Doenças do aparelho respiratório,2001,151
Distrito de Portalegre,SIDA,2001,4
Distrito de Portalegre,Suicídio,2001,16
Distrito de Portalegre,Tuberculose,2001,2
Distrito de Portalegre,Tumores malignos,2001,363
Distrito de Portalegre,Diabetes,2002,80
Distrito de Portalegre,Doenças do aparelho circulatório,2002,775
Distrito de Portalegre,Doenças do aparelho digestivo,2002,85
Distrito de Portalegre,Doenças do aparelho respiratório,2002,161
Distrito de Portalegre,SIDA,2002,4
Distrito de Portalegre,Suicídio,2002,16
Distrito de Portalegre,Tuberculose,2002,2
Distrito de Portalegre,Tumores malignos,2002,363
Distrito de Portalegre,Diabetes,2003,84
Distrito de Portalegre,Doenças do aparelho circulatório,2003,756
Distrito de Portalegre,Doenças do aparelho digestivo,2003,82
Distrito de Portalegre,Doenças do aparelho respiratório,2003,172
Distrito de Portalegre,SIDA,2003,4
Distrito de Portalegre,Suicídio,2003,16
Distrito de Portalegre,Tuberculose,2003,2
Distrito de Portalegre,Tumores malignos,2003,364
Distrito de Portalegre,Diabetes,2004,88
Distrito de Portalegre,Doenças do aparelho circulatório,2004,737
Distrito de Portalegre,Doenças do aparelho digestivo,2004,80
Distrito de Portalegre,Doenças do aparelho respiratório,2004,182
Distrito de Portalegre,SIDA,2004,4
Distrito de Portalegre,Suicídio,2004,17
Distrito de Portalegre,Tuberculose,2004,2
Distrito de Portalegre,Tumores malignos,2004,364
Distrito de Portalegre,Diabetes,2005,93
Distrito de Portalegre,Doenças do aparelho circulatório,2005,718
Distrito de Portalegre,Doenças do aparelho digestivo,2005,78
Distrito de Portalegre,Doenças do aparelho respiratório,2005,192
Distrito de Portalegre,SIDA,2005,4
Distrito de Portalegre,Suicídio,2005,17
Distrito de Portalegre,Tuberculose,2005,2
Distrito de Portalegre,Tumores malignos,2005,364
Distrito de Portalegre,Diabetes,2006,98
Distrito de Portalegre,Doenças do aparelho circulatório,2006,699
Distrito de Portalegre,Doenças do aparelho digestivo,2006,76
Distrito de Portalegre,Doenças do aparelho respiratório,2006,203
Distrito de Portalegre,SIDA,2006,3
Distrito de Portalegre,Suicídio,2006,17
Distrito de Portalegre,Tuberculose,2006,1
Distrito de Portalegre,Tumores malignos,2006,365
Distrito de Portalegre,Diabetes,2007,102
Distrito de Portalegre,Doenças do aparelho circulatório,2007,680
