;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Golegã; 5; 2;?  3; 5; 3; 2; 9; 5; 4; 7; 3; 3; 2; 23; 15;?  15; 19; 12; 25; 19; 17; 19; 17; 28; 23; 20; 18; 23;?  23; 38; 28; 23; 33; 37; 28; 24; 23; 30; 35; 0; 1;?  0;,,,; 0; 0; 1; 1; 0; 1; 2; 0; 0; 0; 0;?  0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 5; 6;?  9; 14; 15; 18; 14; 13; 7; 12; 5; 10; 11; 0; 0;?  0;,,,; 0; 0; 0; 0; 0; 0; 0; 0; 0; 3; 2;?  4;,,,; 5; 3; 6;,,,; 4; 2; 7; 0; 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Rio Maior; 15; 20; 12; 14; 18; 14; 18; 12; 11; 16; 11; 12; 16; 43; 49; 46; 46; 60; 42; 47; 55; 57; 48; 51; 48; 64; 69; 73; 65; 71; 87; 83; 83; 67; 69; 83; 75; 88; 56; 3; 5; 7;,,,; 2; 4; 6; 3; 5; 2; 4; 0; 2; 0; 0; 0;,,,; 0; 1; 0; 0; 0; 0; 0; 0; 1; 32; 37; 30; 33; 36; 46; 34; 41; 35; 32; 32; 34; 28; 0; 1; 2;,,,; 0; 2; 0; 2; 0; 0; 0; 0; 1; 10; 10; 7; 11; 14; 8; 12; 8; 16; 19; 11; 6; 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Salvaterra de Magos; 12; 15; 12; 18; 11; 13; 9; 18; 21; 24; 19; 19; 13; 54; 59; 64; 57; 59; 52; 59; 50; 75; 69; 55; 72; 67; 85; 84; 77; 91; 100; 106; 96; 100; 89; 101; 118; 82; 73; 1; 3;,,,; 4; 7; 3; 3; 3; 3; 3; 5; 1; 5; 0; 1; 0;,,,; 0; 0; 0; 0; 0; 0; 1; 0; 0; 22; 23; 35; 38; 37; 54; 41; 38; 29; 35; 30; 34; 35; 2; 1; 0; 1; 0; 1; 1; 1; 1; 0; 0; 0; 0; 16; 5; 13; 7; 14; 12; 11; 10; 14; 13; 11; 14; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Santarém; 47; 47;?  24; 34; 24; 35; 26; 21; 27; 41; 19; 29; 20; 161; 170;?  160; 158; 181; 176; 180; 182; 164; 176; 169; 161; 163; 239; 208;?  206; 219; 180; 197; 169; 172; 209; 218; 204; 218; 151; 15; 13;?  17; 10; 20; 12; 12; 7; 8; 9; 4; 5; 7; 0; 3;?  1; 2; 1; 0; 0; 0; 3; 0; 2; 0; 1; 94; 124;?  108; 138; 102; 131; 118; 116; 104; 94; 92; 104; 112; 4; 5;?  3; 4; 1; 0; 1; 3; 2; 2; 1; 1; 2; 40; 35;?  31; 35; 41; 38; 35; 40; 42; 32; 30; 36; 38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUTS II;Grande Lisboa;x;x;x;x;x;x;x;x;x;-;-; 575; 474;x;x;x;x;x;x;x;x;x;x;x; 5 355; 5 387;x;x;x;x;x;x;x;x;x;-;-; 6 192; 5 483;x;x;x;x;x;x;x;x;x;-;-; 159; 150;x;x;x;x;x;x;x;x;x;-;-; 37; 34;x;x;x;x;x;x;x;x;x;-;-; 1 804; 2 091;x;x;x;x;x;x;x;x;x;x;x; 73; 41;x;x;x;x;x;x;x;x;x;-;-; 850; 904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUTS III;Grande Lisboa;x;x;x;x;x;x;x;x;x;-;-; 575; 474;x;x;x;x;x;x;x;x;x;x;x; 5 355; 5 387;x;x;x;x;x;x;x;x;x;-;-; 6 192; 5 483;x;x;x;x;x;x;x;x;x;-;-; 159; 150;x;x;x;x;x;x;x;x;x;-;-; 37; 34;x;x;x;x;x;x;x;x;x;-;-; 1 804; 2 091;x;x;x;x;x;x;x;x;x;x;x; 73; 41;x;x;x;x;x;x;x;x;x;-;-; 850; 904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Amadora; 66; 68; 55; 55; 51; 62; 65; 67; 58; 58; 44; 53; 36; 403; 409; 444; 411; 505; 449; 432; 439; 483; 497; 393; 455; 475; 506; 492; 449; 485; 507; 497; 481; 520; 492; 499; 458; 457; 447; 18; 10; 15; 23; 10; 12; 6; 18; 9; 14; 12; 12; 16; 6; 5; 6; 4; 2; 0; 5; 4; 3; 6; 5; 5; 1; 142; 128; 161; 159; 139; 170; 122; 152; 156; 145; 145; 156; 183; 27; 22; 23; 13; 12; 7; 5; 13; 8; 15; 9; 10; 8; 75; 58; 57; 72; 53; 64; 70; 68; 74; 63; 75; 75; 64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Cascais; 75; 84; 59; 48; 61; 64; 55; 88; 65; 39; 41; 36; 44; 559; 516; 494; 545; 516; 595; 551; 580; 567; 577; 593; 542; 596; 562; 639; 666; 614; 648; 606; 603; 615; 660; 621; 632; 620; 561; 17; 16; 16; 17; 27; 10; 19; 20; 16; 12; 22; 25; 22; 6; 6; 2; 0; 6; 3; 5; 5; 3; 3; 2; 4; 2; 163; 183; 154; 159; 188; 159; 166; 204; 188; 163; 155; 196; 269; 23; 24; 19; 19; 9; 11; 5; 9; 8; 9; 8; 5; 3; 66; 68; 72; 80; 75; 75; 86; 69; 82; 71; 95; 89; 100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Lisboa; 258; 298;?  251; 230; 249; 259; 211; 263; 201; 210; 197; 169; 135; 1 828; 1 890;?  1 873; 1 866; 1 770; 1 879; 1 783; 1 806; 1 770; 1 773; 1 690; 1 720; 1 566; 2 357; 2 312;?  2 256; 2 214; 2 175; 2 097; 2 018; 2 045; 2 010; 2 079; 1 974; 2 012; 1 752; 60; 57;?  58; 77; 64; 42; 56; 44; 47; 42; 41; 40; 28; 19; 30;?  20; 17; 21; 27; 19; 17; 13; 7; 15; 8; 15; 659; 874;?  751; 668; 690; 717; 672; 633; 645; 582; 548; 618; 669; 68; 58;?  54; 50; 37; 34; 29; 34; 33; 30; 18; 24; 13; 279; 278;?  257; 249; 282; 259; 279; 301; 235; 299; 291; 254; 279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Loures; 70; 82;?  73; 83; 91; 69; 74; 72; 62; 67; 63; 72; 63; 489; 449;?  470; 459; 549; 521; 530; 504; 529; 540; 536; 521; 532; 608; 569;?  514; 543; 585; 598; 545; 622; 623; 625; 625; 650; 599; 21; 23;?  25; 15; 14; 17; 20; 18; 8; 14; 7; 13; 18; 8; 5;?  6; 1; 2; 4; 4; 3; 4; 6; 4; 4; 0; 158; 171;?  170; 119; 160; 151; 137; 162; 145; 123; 145; 173; 191; 15; 19;?  16; 11; 17; 10; 3; 11; 10; 10; 5; 6; 7; 64; 69;?  73; 66; 80; 75; 82; 69; 77; 87; 81; 105; 94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Mafra; 21; 29; 19; 20; 18; 20; 25; 26; 15; 19; 11; 16; 13; 142; 159; 148; 158; 154; 187; 150; 180; 184; 166; 175; 177; 176; 201; 192; 193; 211; 179; 208; 237; 209; 178; 232; 205; 251; 209; 8; 14; 9; 12; 11; 9; 15; 11; 5; 12; 10; 7; 4; 1; 0; 0; 2; 0; 1; 0; 1; 1; 0; 1; 2; 0; 54; 73; 58; 51; 73; 77; 49; 65; 53; 49; 46; 58; 53; 2; 8; 2;,,,; 0; 3; 4; 0; 4; 1; 1; 1; 0; 24; 14; 15; 20; 27; 36; 24; 27; 30; 28; 30; 26; 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Odivelas; 36; 47; 42; 55; 50; 42; 57; 48; 42; 49; 47; 51; 45; 322; 317; 326; 337; 368; 348; 387; 362; 359; 392; 348; 358; 345; 327; 342; 331; 377; 385; 407; 385; 413; 420; 426; 394; 437; 369; 10; 15; 6; 15; 10; 10; 18; 7; 10; 8; 10; 10; 12; 3; 2; 1; 3; 3; 3; 2; 6; 3; 5; 2; 2; 2; 83; 120; 90; 81; 95; 127; 103; 113; 91; 88; 89; 98; 141; 15; 9; 14; 11; 10; 6; 10; 9; 4; 7; 1; 5; 3; 44; 43; 34; 53; 34; 55; 58; 39; 56; 62; 59; 64; 70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Oeiras; 53; 57; 45; 45; 49; 47; 41; 41; 43; 57; 40; 37; 39; 455; 399; 438; 454; 462; 458; 453; 499; 498; 492; 489; 466; 504; 475; 454; 431; 476; 483; 486; 488; 443; 506; 522; 461; 513; 446; 16; 8; 22; 16; 21; 14; 12; 11; 14; 7; 5; 13; 10; 2; 2; 6; 3; 4; 5; 6; 4; 4; 2; 3; 3; 6; 158; 150; 150; 144; 161; 164; 171; 187; 140; 149; 108; 149; 180; 13; 12; 11; 7; 6; 7; 10; 3; 5; 3; 5; 3; 0; 59; 49; 60; 47; 55; 73; 65; 63; 63; 61; 69; 69; 82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Sintra; 94; 101; 107; 124; 106; 102; 100; 91; 90; 101; 89; 90; 68; 649; 723; 728; 776; 801; 788; 870; 816; 892; 820; 816; 848; 870; 755; 822; 760; 860; 818; 892; 842; 867; 893; 888; 892; 914; 775; 28; 30; 27; 37; 45; 20; 30; 31; 27; 26; 30; 32; 24; 2; 7; 3; 9; 4; 9; 4; 10; 6; 11; 5; 7; 7; 245; 273; 233; 272; 290; 286; 249; 291; 261; 265; 226; 268; 311; 32; 27; 28; 25; 18; 18; 15; 18; 8; 9; 14; 17; 7; 87; 98; 104; 102; 120; 117; 114; 113; 123; 127; 151; 106; 126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Vila Franca de Xira; 52; 53; 56; 54; 51; 58; 46; 51; 46; 47; 32; 51; 31; 274; 268; 251; 256; 280; 313; 284; 328; 313; 299; 284; 268; 323; 353; 330; 333; 345; 330; 362; 318; 344; 345; 365; 319; 338; 325; 7; 3; 1; 10; 10; 11; 17; 12; 7; 9; 14; 7; 16; 1; 1; 2; 1; 2; 2; 3; 0; 0; 1; 0; 2; 1; 78; 103; 100; 92; 98; 95; 80; 86; 68; 77; 82; 88; 94; 8; 10; 7; 11; 9; 5; 9; 6; 6; 3; 4; 2; 0; 37; 49; 48; 44; 42; 43; 57; 48; 56; 54; 72; 62; 53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUTS II;Península de Setúbal;x;x;x;x;x;x;x;x;x;-;-; 371; 292;x;x;x;x;x;x;x;x;x;x;x; 2 167; 2 203;x;x;x;x;x;x;x;x;x;-;-; 2 554; 2 360;x;x;x;x;x;x;x;x;x;-;-; 83; 82;x;x;x;x;x;x;x;x;x;-;-; 15; 18;x;x;x;x;x;x;x;x;x;-;-; 794; 840;x;x;x;x;x;x;x;x;x;x;x; 22; 28;x;x;x;x;x;x;x;x;x;-;-; 395; 426;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUTS III;Península de Setúbal;x;x;x;x;x;x;x;x;x;-;-; 371; 292;x;x;x;x;x;x;x;x;x;x;x; 2 167; 2 203;x;x;x;x;x;x;x;x;x;-;-; 2 554; 2 360;x;x;x;x;x;x;x;x;x;-;-; 83; 82;x;x;x;x;x;x;x;x;x;-;-; 15; 18;x;x;x;x;x;x;x;x;x;-;-; 794; 840;x;x;x;x;x;x;x;x;x;x;x; 22; 28;x;x;x;x;x;x;x;x;x;-;-; 395; 426;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Alcochete; 13; 6; 12; 11; 8; 9; 9; 8; 6; 9; 4; 8; 10; 29; 51; 31; 22; 24; 47; 27; 41; 40; 40; 37; 34; 40; 57; 37; 40; 38; 45; 52; 48; 41; 43; 63; 48; 57; 68; 0; 1; 1;,,,; 2; 2; 0; 5; 0; 0; 2; 4; 0; 0; 0; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 16; 23; 10; 18; 18; 18; 16; 23; 10; 13; 6; 18; 18; 1; 0; 2;,,,; 0; 1; 2; 0; 3; 0; 0; 0; 1; 6; 3; 7; 3; 2; 8; 4; 8; 2; 9; 6; 8; 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Almada; 73; 88; 77; 73; 90; 81; 68; 61; 62; 89; 64; 90; 63; 508; 493; 493; 500; 504; 534; 527; 577; 537; 507; 492; 538; 507; 654; 622; 519; 622; 590; 618; 601; 627; 665; 630; 549; 530; 502; 14; 21; 9; 11; 14; 22; 13; 19; 19; 13; 11; 19; 15; 5; 3; 4; 6; 8; 6; 4; 8; 7; 3; 5; 4; 4; 187; 194; 196; 190; 187; 186; 195; 199; 211; 156; 167; 202; 205; 16; 13; 24; 19; 22; 18; 8; 7; 7; 10; 6; 7; 9; 85; 80; 80; 73; 75; 77; 96; 65; 92; 79; 84; 108; 96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Barreiro; 36; 40; 35; 48; 42; 42; 42; 28; 27; 41; 44; 36; 40; 227; 221; 234; 223; 231; 222; 244; 221; 258; 238; 240; 214; 259; 251; 234; 231; 251; 261; 256; 227; 285; 232; 258; 239; 270; 254; 4; 6; 8;,,,; 4; 7; 8; 8; 11; 5; 8; 7; 10; 1; 2; 6; 1; 3; 4; 4; 1; 2; 3; 5; 2; 3; 121; 135; 115; 100; 109; 113; 110; 90; 94; 78; 75; 96; 96; 9; 4; 5; 7; 9; 5; 6; 6; 3; 5; 4; 0; 3; 18; 33; 31; 32; 39; 37; 37; 35; 35; 42; 53; 45; 50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Moita; 25; 22; 33; 43; 37; 40; 54; 43; 32; 33; 32; 43; 32; 150; 146; 177; 168; 182; 184; 185; 178; 184; 199; 180; 178; 213; 159; 179; 186; 198; 197; 221; 216; 218; 231; 210; 202; 200; 196; 8; 9; 7; 8; 5; 10; 10; 8; 7; 6; 6; 8; 2; 3; 4; 3;,,,; 2; 2; 0; 2; 3; 3; 3; 1; 2; 75; 83; 68; 64; 79; 82; 64; 74; 65; 59; 65; 68; 77; 8; 6; 7; 9; 5; 8; 5; 10; 4; 3; 2; 3; 3; 31; 30; 25; 20; 30; 41; 28; 21; 34; 30; 34; 35; 39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Montijo; 27; 27; 29; 16; 18; 16; 31; 25; 32; 27; 24; 29; 15; 109; 97; 126; 120; 111; 118; 116; 130; 133; 139; 125; 156; 134; 158; 166; 158; 160; 163; 172; 182; 173; 199; 187; 190; 200; 195; 6; 11; 8; 7; 7; 3; 11; 7; 4; 2; 3; 5; 7; 1; 0; 1;,,,; 0; 1; 3; 1; 0; 0; 2; 1; 0; 49; 54; 42; 59; 56; 76; 58; 62; 56; 44; 55; 56; 63; 4; 2; 3; 4; 4; 4; 6; 2; 3; 1; 0; 2; 3; 16; 19; 23; 16; 17; 21; 28; 23; 16; 22; 17; 28; 24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Palmela; 21; 27; 25; 25; 35; 31; 30; 30; 25; 26; 28; 24; 24; 149; 168; 159; 122; 142; 151; 154; 193; 153; 182; 164; 144; 137; 166; 214; 200; 198; 242; 217; 212; 247; 266; 274; 282; 267; 240; 9; 9; 13; 8; 7; 7; 5; 9; 9; 4; 13; 7; 8; 0; 0; 2; 0; 0; 3; 1; 4; 2; 2; 2; 0; 2; 52; 45; 71; 62; 74; 79; 54; 76; 78; 72; 51; 68; 75; 3; 1; 6;,,,; 5; 0; 1; 3; 1; 0; 4; 4; 2; 28; 16; 27; 32; 30; 22; 24; 33; 24; 27; 28; 29; 37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Seixal; 60; 66; 51; 72; 58; 91; 57; 61; 49; 55; 64; 63; 58; 303; 317; 330; 344; 403; 354; 356; 388; 398; 430; 433; 436; 417; 376; 384; 332; 321; 412; 429; 385; 427; 412; 407; 419; 395; 366; 14; 15; 10; 19; 16; 23; 15; 11; 13; 15; 11; 11; 20; 0; 4; 2; 3; 4; 2; 3; 2; 2; 1; 1; 3; 4; 97; 118; 105; 98; 143; 126; 115; 102; 127; 113; 109; 114; 130; 10; 16; 12; 6; 13; 10; 9; 7; 5; 2; 4; 3; 3; 44; 57; 39; 54; 41; 64; 67; 42; 64; 70; 62; 70; 93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Sesimbra; 28; 20; 18; 23; 25; 27; 24; 20; 18; 23; 29; 22; 17; 124; 100; 124; 118; 132; 115; 124; 117; 150; 147; 107; 126; 153; 141; 149; 136; 117; 155; 151; 121; 141; 126; 161; 152; 180; 138; 6; 4; 5; 12; 0; 5; 1; 3; 5; 6; 1; 3; 8; 0; 1; 0; 1; 3; 1; 0; 2; 0; 0; 0; 1; 1; 49; 50; 51; 54; 51; 46; 62; 45; 49; 46; 38; 47; 38; 4; 1; 2; 6; 1; 3; 5; 1; 1; 1; 1; 0; 0; 15; 17; 18; 21; 20; 25; 20; 19; 18; 21; 22; 17; 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Setúbal; 37; 50; 45; 62; 61; 60; 71; 53; 32; 31; 39; 56; 33; 303; 347; 304; 347; 332; 314; 357; 349; 369; 327; 359; 341; 343; 320; 362; 374; 376; 412; 387; 426; 405; 421; 460; 442; 455; 401; 21; 29; 14; 7; 11; 9; 11; 16; 13; 13; 14; 19; 12; 4; 3; 3; 3; 3; 4; 5; 3; 2; 6; 4; 3; 2; 105; 131; 118; 131; 136; 168; 133; 129; 136; 118; 104; 125; 138; 19; 11; 11; 7; 6; 6; 5; 3; 8; 7; 5; 3; 4; 43; 42; 49; 55; 44; 62; 63; 51; 49; 69; 57; 55; 69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUTS II;Alentejo;x;x;x;x;x;x;x;x;x;-;-; 304; 278;x;x;x;x;x;x;x;x;x;x;x; 1 566; 1 543;x;x;x;x;x;x;x;x;x;-;-; 2 282; 2 051;x;x;x;x;x;x;x;x;x;-;-; 99; 84;x;x;x;x;x;x;x;x;x;-;-; 7; 10;x;x;x;x;x;x;x;x;x;-;-; 661; 768;x;x;x;x;x;x;x;x;x;x;x; 8; 8;x;x;x;x;x;x;x;x;x;-;-; 347; 324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
